boro,reported,candidate,party,votes,scrape_time
New York,97.17%,Grace Lee,(Democratic),27221,2024-11-07_14:08:50.311701
New York,97.17%,Grace Lee,(Working Families),3878,2024-11-07_14:08:50.311701
New York,97.17%,WRITE-IN,,281,2024-11-07_14:08:50.311701
Total,,Grace Lee,(Democratic),27221,2024-11-07_14:08:50.311701
Total,,Grace Lee,(Working Families),3878,2024-11-07_14:08:50.311701
Total,,WRITE-IN,,281,2024-11-07_14:08:50.311701
