boro,reported,candidate,party,votes,scrape_time
Kings,98.78%,Simcha Eichenstein,(Democratic),12060,2024-11-07_14:08:40.567955
Kings,98.78%,Simcha Eichenstein,(Conservative),11700,2024-11-07_14:08:40.567955
Kings,98.78%,WRITE-IN,,263,2024-11-07_14:08:40.567955
Total,,Simcha Eichenstein,(Democratic),12060,2024-11-07_14:08:40.567955
Total,,Simcha Eichenstein,(Conservative),11700,2024-11-07_14:08:40.567955
Total,,WRITE-IN,,263,2024-11-07_14:08:40.567955
