boro,reported,candidate,party,votes,scrape_time
Queens,95.36%,Jessica Ramos,(Democratic),37442,2024-11-13_13:13:37.073094
Queens,95.36%,Jessica Ramos,(Working Families),7229,2024-11-13_13:13:37.073094
Queens,95.36%,WRITE-IN,,759,2024-11-13_13:13:37.073094
Total,,Jessica Ramos,(Democratic),37442,2024-11-13_13:13:37.073094
Total,,Jessica Ramos,(Working Families),7229,2024-11-13_13:13:37.073094
Total,,WRITE-IN,,759,2024-11-13_13:13:37.073094
