AD_num,reported,candidate,party,votes,scrape_time
AD   36,99.00%,Kristen Gonzalez,(Democratic),24509,2024-11-07_14:18:08.943028
AD   36,99.00%,Kristen Gonzalez,(Working Families),6224,2024-11-07_14:18:08.943028
AD   36,99.00%,WRITE-IN,,427,2024-11-07_14:18:08.943028
AD   37,99.00%,Kristen Gonzalez,(Democratic),6101,2024-11-07_14:18:08.943028
AD   37,99.00%,Kristen Gonzalez,(Working Families),1001,2024-11-07_14:18:08.943028
AD   37,99.00%,WRITE-IN,,99,2024-11-07_14:18:08.943028
AD   50,99.00%,Kristen Gonzalez,(Democratic),18173,2024-11-07_14:18:08.943028
AD   50,99.00%,Kristen Gonzalez,(Working Families),4601,2024-11-07_14:18:08.943028
AD   50,99.00%,WRITE-IN,,219,2024-11-07_14:18:08.943028
AD   53,99.00%,Kristen Gonzalez,(Democratic),351,2024-11-07_14:18:08.943028
AD   53,99.00%,Kristen Gonzalez,(Working Families),68,2024-11-07_14:18:08.943028
AD   53,99.00%,WRITE-IN,,1,2024-11-07_14:18:08.943028
AD   73,99.00%,Kristen Gonzalez,(Democratic),3188,2024-11-07_14:18:08.943028
AD   73,99.00%,Kristen Gonzalez,(Working Families),238,2024-11-07_14:18:08.943028
AD   73,99.00%,WRITE-IN,,54,2024-11-07_14:18:08.943028
AD   74,99.00%,Kristen Gonzalez,(Democratic),25292,2024-11-07_14:18:08.943028
AD   74,99.00%,Kristen Gonzalez,(Working Families),2623,2024-11-07_14:18:08.943028
AD   74,99.00%,WRITE-IN,,283,2024-11-07_14:18:08.943028
AD   76,99.00%,Kristen Gonzalez,(Democratic),0,2024-11-07_14:18:08.943028
AD   76,99.00%,Kristen Gonzalez,(Working Families),0,2024-11-07_14:18:08.943028
AD   76,99.00%,WRITE-IN,,0,2024-11-07_14:18:08.943028
Total,,Kristen Gonzalez,(Democratic),77614,2024-11-07_14:18:08.943028
Total,,Kristen Gonzalez,(Working Families),14755,2024-11-07_14:18:08.943028
Total,,WRITE-IN,,1083,2024-11-07_14:18:08.943028
