boro,reported,candidate,party,votes,scrape_time
New York,97.30%,Collin L. Thompson,(Democratic),8181,2025-07-02_13:53:27.739237
New York,97.30%,Julie Menin,(Democratic),23152,2025-07-02_13:53:27.739237
New York,97.30%,WRITE-IN,,233,2025-07-02_13:53:27.739237
Total,,Collin L. Thompson,(Democratic),8181,2025-07-02_13:53:27.739237
Total,,Julie Menin,(Democratic),23152,2025-07-02_13:53:27.739237
Total,,WRITE-IN,,233,2025-07-02_13:53:27.739237
