AD_num,reported,candidate,party,votes,scrape_time
AD   68,97.67%,William Smith (M),(Democratic),1325,2025-07-02_13:54:00.228244
AD   68,97.67%,Jo Ann Lawson (F),(Democratic),1312,2025-07-02_13:54:00.228244
AD   68,97.67%,Tamika Mapp (F),(Democratic),2077,2025-07-02_13:54:00.228244
AD   68,97.67%,WRITE-IN,,30,2025-07-02_13:54:00.228244
Total,,William Smith (M),(Democratic),1325,2025-07-02_13:54:00.228244
Total,,Jo Ann Lawson (F),(Democratic),1312,2025-07-02_13:54:00.228244
Total,,Tamika Mapp (F),(Democratic),2077,2025-07-02_13:54:00.228244
Total,,WRITE-IN,,30,2025-07-02_13:54:00.228244
