boro,reported,candidate,party,votes,scrape_time
Queens,97.20%,Edward C. Braunstein,(Democratic),25128,2024-11-13_13:14:12.141878
Queens,97.20%,Robert J. Speranza,(Conservative),11363,2024-11-13_13:14:12.141878
Queens,97.20%,Robert J. Speranza,(Common Sense),729,2024-11-13_13:14:12.141878
Queens,97.20%,WRITE-IN,,129,2024-11-13_13:14:12.141878
Total,,Edward C. Braunstein,(Democratic),25128,2024-11-13_13:14:12.141878
Total,,Robert J. Speranza,(Conservative),11363,2024-11-13_13:14:12.141878
Total,,Robert J. Speranza,(Common Sense),729,2024-11-13_13:14:12.141878
Total,,WRITE-IN,,129,2024-11-13_13:14:12.141878
