boro,reported,candidate,party,votes,scrape_time
New York,98.08%,Jordan J.G. Wright,(Democratic),38752,2024-11-07_14:08:53.731
New York,98.08%,Seson Adams,(Republican),3675,2024-11-07_14:08:53.731
New York,98.08%,WRITE-IN,,134,2024-11-07_14:08:53.731
Total,,Jordan J.G. Wright,(Democratic),38752,2024-11-07_14:08:53.731
Total,,Seson Adams,(Republican),3675,2024-11-07_14:08:53.731
Total,,WRITE-IN,,134,2024-11-07_14:08:53.731
