AD_num,reported,candidate,party,votes,scrape_time
AD   61,99.00%,Elizabeth Lewinsohn,(Democratic),944,2025-07-02_13:53:22.899662
AD   61,99.00%,Jess Coleman,(Democratic),698,2025-07-02_13:53:22.899662
AD   61,99.00%,Eric Yu,(Democratic),266,2025-07-02_13:53:22.899662
AD   61,99.00%,Christopher Marte,(Democratic),1054,2025-07-02_13:53:22.899662
AD   61,99.00%,WRITE-IN,,14,2025-07-02_13:53:22.899662
AD   65,98.65%,Elizabeth Lewinsohn,(Democratic),3088,2025-07-02_13:53:22.899662
AD   65,98.65%,Jess Coleman,(Democratic),2250,2025-07-02_13:53:22.899662
AD   65,98.65%,Eric Yu,(Democratic),1720,2025-07-02_13:53:22.899662
AD   65,98.65%,Christopher Marte,(Democratic),7931,2025-07-02_13:53:22.899662
AD   65,98.65%,WRITE-IN,,67,2025-07-02_13:53:22.899662
AD   66,96.97%,Elizabeth Lewinsohn,(Democratic),1587,2025-07-02_13:53:22.899662
AD   66,96.97%,Jess Coleman,(Democratic),768,2025-07-02_13:53:22.899662
AD   66,96.97%,Eric Yu,(Democratic),314,2025-07-02_13:53:22.899662
AD   66,96.97%,Christopher Marte,(Democratic),2381,2025-07-02_13:53:22.899662
AD   66,96.97%,WRITE-IN,,26,2025-07-02_13:53:22.899662
AD   74,99.00%,Elizabeth Lewinsohn,(Democratic),0,2025-07-02_13:53:22.899662
AD   74,99.00%,Jess Coleman,(Democratic),0,2025-07-02_13:53:22.899662
AD   74,99.00%,Eric Yu,(Democratic),0,2025-07-02_13:53:22.899662
AD   74,99.00%,Christopher Marte,(Democratic),0,2025-07-02_13:53:22.899662
AD   74,99.00%,WRITE-IN,,0,2025-07-02_13:53:22.899662
Total,,Elizabeth Lewinsohn,(Democratic),5619,2025-07-02_13:53:22.899662
Total,,Jess Coleman,(Democratic),3716,2025-07-02_13:53:22.899662
Total,,Eric Yu,(Democratic),2300,2025-07-02_13:53:22.899662
Total,,Christopher Marte,(Democratic),11366,2025-07-02_13:53:22.899662
Total,,WRITE-IN,,107,2025-07-02_13:53:22.899662
