ED_num,reported,candidate,party,votes,AD_num,scrape_time
ED   60,99.00%,Elizabeth Lewinsohn,(Democratic),77,AD 61,2025-07-02_13:53:22.899662
ED   60,99.00%,Jess Coleman,(Democratic),69,AD 61,2025-07-02_13:53:22.899662
ED   60,99.00%,Eric Yu,(Democratic),33,AD 61,2025-07-02_13:53:22.899662
ED   60,99.00%,Christopher Marte,(Democratic),77,AD 61,2025-07-02_13:53:22.899662
ED   60,99.00%,WRITE-IN,&nbsp,1,AD 61,2025-07-02_13:53:22.899662
ED   61,99.00%,Elizabeth Lewinsohn,(Democratic),117,AD 61,2025-07-02_13:53:22.899662
ED   61,99.00%,Jess Coleman,(Democratic),68,AD 61,2025-07-02_13:53:22.899662
ED   61,99.00%,Eric Yu,(Democratic),29,AD 61,2025-07-02_13:53:22.899662
ED   61,99.00%,Christopher Marte,(Democratic),177,AD 61,2025-07-02_13:53:22.899662
ED   61,99.00%,WRITE-IN,&nbsp,1,AD 61,2025-07-02_13:53:22.899662
ED   62,99.00%,Elizabeth Lewinsohn,(Democratic),84,AD 61,2025-07-02_13:53:22.899662
ED   62,99.00%,Jess Coleman,(Democratic),59,AD 61,2025-07-02_13:53:22.899662
ED   62,99.00%,Eric Yu,(Democratic),28,AD 61,2025-07-02_13:53:22.899662
ED   62,99.00%,Christopher Marte,(Democratic),136,AD 61,2025-07-02_13:53:22.899662
ED   62,99.00%,WRITE-IN,&nbsp,4,AD 61,2025-07-02_13:53:22.899662
ED   63,99.00%,Elizabeth Lewinsohn,(Democratic),86,AD 61,2025-07-02_13:53:22.899662
ED   63,99.00%,Jess Coleman,(Democratic),88,AD 61,2025-07-02_13:53:22.899662
ED   63,99.00%,Eric Yu,(Democratic),29,AD 61,2025-07-02_13:53:22.899662
ED   63,99.00%,Christopher Marte,(Democratic),149,AD 61,2025-07-02_13:53:22.899662
ED   63,99.00%,WRITE-IN,&nbsp,1,AD 61,2025-07-02_13:53:22.899662
ED   64,99.00%,Elizabeth Lewinsohn,(Democratic),67,AD 61,2025-07-02_13:53:22.899662
ED   64,99.00%,Jess Coleman,(Democratic),79,AD 61,2025-07-02_13:53:22.899662
ED   64,99.00%,Eric Yu,(Democratic),10,AD 61,2025-07-02_13:53:22.899662
ED   64,99.00%,Christopher Marte,(Democratic),100,AD 61,2025-07-02_13:53:22.899662
ED   64,99.00%,WRITE-IN,&nbsp,1,AD 61,2025-07-02_13:53:22.899662
ED   65,99.00%,Elizabeth Lewinsohn,(Democratic),121,AD 61,2025-07-02_13:53:22.899662
ED   65,99.00%,Jess Coleman,(Democratic),87,AD 61,2025-07-02_13:53:22.899662
ED   65,99.00%,Eric Yu,(Democratic),34,AD 61,2025-07-02_13:53:22.899662
ED   65,99.00%,Christopher Marte,(Democratic),126,AD 61,2025-07-02_13:53:22.899662
ED   65,99.00%,WRITE-IN,&nbsp,1,AD 61,2025-07-02_13:53:22.899662
ED   66,99.00%,Elizabeth Lewinsohn,(Democratic),139,AD 61,2025-07-02_13:53:22.899662
ED   66,99.00%,Jess Coleman,(Democratic),75,AD 61,2025-07-02_13:53:22.899662
ED   66,99.00%,Eric Yu,(Democratic),23,AD 61,2025-07-02_13:53:22.899662
ED   66,99.00%,Christopher Marte,(Democratic),90,AD 61,2025-07-02_13:53:22.899662
ED   66,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
ED   67,99.00%,Elizabeth Lewinsohn,(Democratic),113,AD 61,2025-07-02_13:53:22.899662
ED   67,99.00%,Jess Coleman,(Democratic),86,AD 61,2025-07-02_13:53:22.899662
ED   67,99.00%,Eric Yu,(Democratic),39,AD 61,2025-07-02_13:53:22.899662
ED   67,99.00%,Christopher Marte,(Democratic),91,AD 61,2025-07-02_13:53:22.899662
ED   67,99.00%,WRITE-IN,&nbsp,2,AD 61,2025-07-02_13:53:22.899662
ED   68,99.00%,Elizabeth Lewinsohn,(Democratic),140,AD 61,2025-07-02_13:53:22.899662
ED   68,99.00%,Jess Coleman,(Democratic),87,AD 61,2025-07-02_13:53:22.899662
ED   68,99.00%,Eric Yu,(Democratic),41,AD 61,2025-07-02_13:53:22.899662
ED   68,99.00%,Christopher Marte,(Democratic),108,AD 61,2025-07-02_13:53:22.899662
ED   68,99.00%,WRITE-IN,&nbsp,3,AD 61,2025-07-02_13:53:22.899662
ED   69,99.00%,Elizabeth Lewinsohn,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   69,99.00%,Jess Coleman,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   69,99.00%,Eric Yu,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   69,99.00%,Christopher Marte,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   69,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
ED   70,99.00%,Elizabeth Lewinsohn,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   70,99.00%,Jess Coleman,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   70,99.00%,Eric Yu,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   70,99.00%,Christopher Marte,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   70,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
ED   71,99.00%,Elizabeth Lewinsohn,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   71,99.00%,Jess Coleman,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   71,99.00%,Eric Yu,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   71,99.00%,Christopher Marte,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   71,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
ED   72,99.00%,Elizabeth Lewinsohn,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   72,99.00%,Jess Coleman,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   72,99.00%,Eric Yu,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   72,99.00%,Christopher Marte,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   72,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
ED   73,99.00%,Elizabeth Lewinsohn,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   73,99.00%,Jess Coleman,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   73,99.00%,Eric Yu,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   73,99.00%,Christopher Marte,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   73,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
ED   74,99.00%,Elizabeth Lewinsohn,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   74,99.00%,Jess Coleman,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   74,99.00%,Eric Yu,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   74,99.00%,Christopher Marte,(Democratic),0,AD 61,2025-07-02_13:53:22.899662
ED   74,99.00%,WRITE-IN,&nbsp,0,AD 61,2025-07-02_13:53:22.899662
Total,,Elizabeth Lewinsohn,(Democratic),944,AD 61,2025-07-02_13:53:22.899662
Total,,Jess Coleman,(Democratic),698,AD 61,2025-07-02_13:53:22.899662
Total,,Eric Yu,(Democratic),266,AD 61,2025-07-02_13:53:22.899662
Total,,Christopher Marte,(Democratic),1054,AD 61,2025-07-02_13:53:22.899662
Total,,WRITE-IN,&nbsp,14,AD 61,2025-07-02_13:53:22.899662
ED    1,99.00%,Elizabeth Lewinsohn,(Democratic),78,AD 65,2025-07-02_13:53:22.899662
ED    1,99.00%,Jess Coleman,(Democratic),84,AD 65,2025-07-02_13:53:22.899662
ED    1,99.00%,Eric Yu,(Democratic),39,AD 65,2025-07-02_13:53:22.899662
ED    1,99.00%,Christopher Marte,(Democratic),102,AD 65,2025-07-02_13:53:22.899662
ED    1,99.00%,WRITE-IN,&nbsp,2,AD 65,2025-07-02_13:53:22.899662
ED    2,83.33%,Elizabeth Lewinsohn,(Democratic),115,AD 65,2025-07-02_13:53:22.899662
ED    2,83.33%,Jess Coleman,(Democratic),64,AD 65,2025-07-02_13:53:22.899662
ED    2,83.33%,Eric Yu,(Democratic),44,AD 65,2025-07-02_13:53:22.899662
ED    2,83.33%,Christopher Marte,(Democratic),95,AD 65,2025-07-02_13:53:22.899662
ED    2,83.33%,WRITE-IN,&nbsp,0,AD 65,2025-07-02_13:53:22.899662
ED    3,99.00%,Elizabeth Lewinsohn,(Democratic),102,AD 65,2025-07-02_13:53:22.899662
ED    3,99.00%,Jess Coleman,(Democratic),88,AD 65,2025-07-02_13:53:22.899662
ED    3,99.00%,Eric Yu,(Democratic),33,AD 65,2025-07-02_13:53:22.899662
ED    3,99.00%,Christopher Marte,(Democratic),115,AD 65,2025-07-02_13:53:22.899662
ED    3,99.00%,WRITE-IN,&nbsp,1,AD 65,2025-07-02_13:53:22.899662
ED    4,99.00%,Elizabeth Lewinsohn,(Democratic),95,AD 65,2025-07-02_13:53:22.899662
ED    4,99.00%,Jess Coleman,(Democratic),79,AD 65,2025-07-02_13:53:22.899662
ED    4,99.00%,Eric Yu,(Democratic),41,AD 65,2025-07-02_13:53:22.899662
ED    4,99.00%,Christopher Marte,(Democratic),91,AD 65,2025-07-02_13:53:22.899662
ED    4,99.00%,WRITE-IN,&nbsp,0,AD 65,2025-07-02_13:53:22.899662
ED    5,99.00%,Elizabeth Lewinsohn,(Democratic),67,AD 65,2025-07-02_13:53:22.899662
ED    5,99.00%,Jess Coleman,(Democratic),76,AD 65,2025-07-02_13:53:22.899662
ED    5,99.00%,Eric Yu,(Democratic),29,AD 65,2025-07-02_13:53:22.899662
ED    5,99.00%,Christopher Marte,(Democratic),88,AD 65,2025-07-02_13:53:22.899662
ED    5,99.00%,WRITE-IN,&nbsp,1,AD 65,2025-07-02_13:53:22.899662
ED    6,99.00%,Elizabeth Lewinsohn,(Democratic),68,AD 65,2025-07-02_13:53:22.899662
ED    6,99.00%,Jess Coleman,(Democratic),76,AD 65,2025-07-02_13:53:22.899662
ED    6,99.00%,Eric Yu,(Democratic),21,AD 65,2025-07-02_13:53:22.899662
ED    6,99.00%,Christopher Marte,(Democratic),83,AD 65,2025-07-02_13:53:22.899662
ED    6,99.00%,WRITE-IN,&nbsp,0,AD 65,2025-07-02_13:53:22.899662
ED    7,99.00%,Elizabeth Lewinsohn,(Democratic),58,AD 65,2025-07-02_13:53:22.899662
ED    7,99.00%,Jess Coleman,(Democratic),26,AD 65,2025-07-02_13:53:22.899662
ED    7,99.00%,Eric Yu,(Democratic),112,AD 65,2025-07-02_13:53:22.899662
ED    7,99.00%,Christopher Marte,(Democratic),216,AD 65,2025-07-02_13:53:22.899662
ED    7,99.00%,WRITE-IN,&nbsp,1,AD 65,2025-07-02_13:53:22.899662
ED    8,99.00%,Elizabeth Lewinsohn,(Democratic),55,AD 65,2025-07-02_13:53:22.899662
ED    8,99.00%,Jess Coleman,(Democratic),27,AD 65,2025-07-02_13:53:22.899662
ED    8,99.00%,Eric Yu,(Democratic),70,AD 65,2025-07-02_13:53:22.899662
ED    8,99.00%,Christopher Marte,(Democratic),132,AD 65,2025-07-02_13:53:22.899662
ED    8,99.00%,WRITE-IN,&nbsp,2,AD 65,2025-07-02_13:53:22.899662
ED    9,83.33%,Elizabeth Lewinsohn,(Democratic),98,AD 65,2025-07-02_13:53:22.899662
ED    9,83.33%,Jess Coleman,(Democratic),69,AD 65,2025-07-02_13:53:22.899662
ED    9,83.33%,Eric Yu,(Democratic),34,AD 65,2025-07-02_13:53:22.899662
ED    9,83.33%,Christopher Marte,(Democratic),110,AD 65,2025-07-02_13:53:22.899662
ED    9,83.33%,WRITE-IN,&nbsp,2,AD 65,2025-07-02_13:53:22.899662
ED   10,99.00%,Elizabeth Lewinsohn,(Democratic),87,AD 65,2025-07-02_13:53:22.899662
ED   10,99.00%,Jess Coleman,(Democratic),59,AD 65,2025-07-02_13:53:22.899662
ED   10,99.00%,Eric Yu,(Democratic),34,AD 65,2025-07-02_13:53:22.899662
ED   10,99.00%,Christopher Marte,(Democratic),133,AD 65,2025-07-02_13:53:22.899662
ED   10,99.00%,WRITE-IN,&nbsp,0,AD 65,2025-07-02_13:53:22.899662
ED   11,83.33%,Elizabeth Lewinsohn,(Democratic),42,AD 65,2025-07-02_13:53:22.899662
ED   11,83.33%,Jess Coleman,(Democratic),40,AD 65,2025-07-02_13:53:22.899662
ED   11,83.33%,Eric Yu,(Democratic),15,AD 65,2025-07-02_13:53:22.899662
ED   11,83.33%,Christopher Marte,(Democratic),46,AD 65,2025-07-02_13:53:22.899662
ED   11,83.33%,WRITE-IN,&nbsp,1,AD 65,2025-07-02_13:53:22.899662
ED   12,99.00%,Elizabeth Lewinsohn,(Democratic),14,AD 65,2025-07-02_13:53:22.899662
ED   12,99.00%,Jess Coleman,(Democratic),10,AD 65,2025-07-02_13:53:22.899662
ED   12,99.00%,Eric Yu,(Democratic),11,AD 65,2025-07-02_13:53:22.899662
ED   12,99.00%,Christopher Marte,(Democratic),101,AD 65,2025-07-02_13:53:22.899662
ED   12,99.00%,WRITE-IN,&nbsp,1,AD 65,2025-07-02_13:53:22.899662
ED   13,99.00%,Elizabeth Lewinsohn,(Democratic),44,AD 65,2025-07-02_13:53:22.899662
ED   13,99.00%,Jess Coleman,(Democratic),36,AD 65,2025-07-02_13:53:22.899662
ED   13,99.00%,Eric Yu,(Democratic),33,AD 65,2025-07-02_13:53:22.899662
ED   13,99.00%,Christopher Marte,(Democratic),120,AD 65,2025-07-02_13:53:22.899662
ED   13,99.00%,WRITE-IN,&nbsp,1,AD 65,2025-07-02_13:53:22.899662
ED   14,99.00%,Elizabeth Lewinsohn,(Democratic),24,AD 65,2025-07-02_13:53:22.899662
