boro,reported,candidate,party,votes,scrape_time
New York,99.00%,Claire Valdez,(Democratic),-,2024-11-13_13:14:16.971981
New York,99.00%,Claire Valdez,(Working Families),-,2024-11-13_13:14:16.971981
New York,99.00%,WRITE-IN,,-,2024-11-13_13:14:16.971981
Queens,98.25%,Claire Valdez,(Democratic),24165,2024-11-13_13:14:16.971981
Queens,98.25%,Claire Valdez,(Working Families),7142,2024-11-13_13:14:16.971981
Queens,98.25%,WRITE-IN,,519,2024-11-13_13:14:16.971981
Total,,Claire Valdez,(Democratic),24165,2024-11-13_13:14:16.971981
Total,,Claire Valdez,(Working Families),7142,2024-11-13_13:14:16.971981
Total,,WRITE-IN,,519,2024-11-13_13:14:16.971981
